,file,key,value
153,jobs.json,name,Job Analysis Specialist
154,jobs.json,name,Compliance Officer
155,jobs.json,name,Computer Scientist
156,jobs.json,name,Computer And Information Systems Manager
157,jobs.json,name,Computer Hardware Engineer
158,jobs.json,name,Computer Network Architect
159,jobs.json,name,Computer Network Support Specialist
160,jobs.json,name,Computer-Controlled Machine Tool Programmer
161,jobs.json,name,Computer Technician
162,jobs.json,name,Computer Operator
163,jobs.json,name,Computer Programmer
164,jobs.json,name,Postsecondary Computer Science Teacher
165,jobs.json,name,Computer Systems Analyst
166,jobs.json,name,Computer User Support Specialist
167,jobs.json,name,Computer Repairer
168,jobs.json,name,Computer-Controlled Machine Tool Operator
169,jobs.json,name,Concierge
170,jobs.json,name,Conservation Scientist
171,jobs.json,name,Construction/Building Inspector
172,jobs.json,name,Construction Worker
173,jobs.json,name,Construction Laborer
174,jobs.json,name,Construction Manager
175,jobs.json,name,Continuous Mining Machine Operator
176,jobs.json,name,Control And Valve Installer/Repairer
177,jobs.json,name,Conveyor Operator
178,jobs.json,name,Fast Food Cook
179,jobs.json,name,Cafeteria Cook
180,jobs.json,name,Restaurant Cook
181,jobs.json,name,Short Order Cook
182,jobs.json,name,Cooling/Freezing Equipment Operator
183,jobs.json,name,Correctional Officer
184,jobs.json,name,Correspondence Clerk
185,jobs.json,name,Cost Estimator
186,jobs.json,name,Costume Attendant
187,jobs.json,name,Rental Clerk
188,jobs.json,name,Counter Attendant
189,jobs.json,name,Courier
190,jobs.json,name,Court Reporter
191,jobs.json,name,Court Clerk
192,jobs.json,name,Craft Artist
193,jobs.json,name,Crane And Tower Operator
194,jobs.json,name,Credit Analyst
195,jobs.json,name,Credit Authorizer
196,jobs.json,name,Credit Counselor
197,jobs.json,name,Postsecondary Criminal Justice Eacher
198,jobs.json,name,Crossing Guard
199,jobs.json,name,Grinding/Polishing Machine Operator
200,jobs.json,name,Curator
201,jobs.json,name,Customer Service Representative
202,jobs.json,name,Hand Cutter/Trimmer
203,jobs.json,name,Cutting/Slicing Machine Operator
204,jobs.json,name,Cutting/Punching/Press Machine Operator
205,jobs.json,name,Data Entry Keyer
206,jobs.json,name,Database Administrator
207,jobs.json,name,Product Promoter
208,jobs.json,name,Dental Assistant
209,jobs.json,name,Dental Hygienist
210,jobs.json,name,Dental Laboratory Technician
211,jobs.json,name,Dentist
212,jobs.json,name,Derrick Operator
213,jobs.json,name,Desktop Publisher
214,jobs.json,name,Criminal Investigator
215,jobs.json,name,Diagnostic Medical Sonographer
216,jobs.json,name,Dietetic Technician
217,jobs.json,name,Dietitian
218,jobs.json,name,Cafeteria Attendant
219,jobs.json,name,Religious Education Director
220,jobs.json,name,Dishwasher
221,jobs.json,name,Dispatcher
222,jobs.json,name,Street Vendor
223,jobs.json,name,Dredge Operator
224,jobs.json,name,Drilling/Boring Machine Tool Operator
225,jobs.json,name,Driver/Sales Worker
226,jobs.json,name,Drywall Installer
227,jobs.json,name,Earth Driller
228,jobs.json,name,Postsecondary Economics Teachers
229,jobs.json,name,Economist
230,jobs.json,name,Editor
231,jobs.json,name,Education Administrator
232,jobs.json,name,Primary And Secondary School Administrator
233,jobs.json,name,Postsecondary School Administrator
234,jobs.json,name,Preschool Administrator
235,jobs.json,name,Postsecondary Education Teacher
236,jobs.json,name,Guidance Counselor
237,jobs.json,name,Electric Motor Repairer
238,jobs.json,name,Electrical Equipment Assembler
239,jobs.json,name,Electrical Drafter
240,jobs.json,name,Electrical Technician
241,jobs.json,name,Transportation Electrical Repairer
242,jobs.json,name,Industrial Electrical Repairer
243,jobs.json,name,Powerhouse Electrical Repairer
244,jobs.json,name,Electrical Engineer
245,jobs.json,name,Electrical Power-Line Installer/Repairer
246,jobs.json,name,Electrician
247,jobs.json,name,Electro-Mechanical Technician
248,jobs.json,name,Electromechanical Equipment Assembler
249,jobs.json,name,Motor Vehicle Electronic Installer/Repairer
250,jobs.json,name,Home Entertainment Installer/Repairer
251,jobs.json,name,Electronics Engineer
252,jobs.json,name,Elementary School Teacher
253,jobs.json,name,Elevator Installer/Repairer
254,jobs.json,name,Government Program Eligibility Interviewer
255,jobs.json,name,Embalmer
256,jobs.json,name,Emergency Management Director
257,jobs.json,name,Paramedic
258,jobs.json,name,Engine Assembler
259,jobs.json,name,Postsecondary Engineering Teacher
260,jobs.json,name,Engineering Technician
261,jobs.json,name,Engineer
262,jobs.json,name,Postsecondary English Language/Literature Teacher
263,jobs.json,name,Environmental Technician
264,jobs.json,name,Environmental Engineer
265,jobs.json,name,Environmental Health Technician
266,jobs.json,name,Postsecondary Environmental Science Teacher
267,jobs.json,name,Environmental Scientist
268,jobs.json,name,Epidemiologist
269,jobs.json,name,Etcher/Engraver
270,jobs.json,name,Excavating/Loading Machine Operator
271,jobs.json,name,Executive Administrative Assistant
272,jobs.json,name,Exercise Physiologist
273,jobs.json,name,Explosives Worker
274,jobs.json,name,Extruding/Drawing Machine Operator
275,jobs.json,name,Extruding/Forming Machine Operator
276,jobs.json,name,Forming/Compacting Machine Operator
277,jobs.json,name,Fabric/Apparel Patternmaker
278,jobs.json,name,Fabric Mender
279,jobs.json,name,Faller
280,jobs.json,name,General Practitioner
281,jobs.json,name,Farm And Home Management Advisor
282,jobs.json,name,Farm Equipment Mechanic
283,jobs.json,name,Farm Labor Contractor
284,jobs.json,name,Farmer
285,jobs.json,name,Farmworker
286,jobs.json,name,Ranch Farmworker
287,jobs.json,name,Fashion Designer
288,jobs.json,name,Fence Erector
289,jobs.json,name,Fiberglass Fabricator
290,jobs.json,name,File Clerk
291,jobs.json,name,Film Editor
292,jobs.json,name,Financial Analyst
293,jobs.json,name,Financial Examiner
294,jobs.json,name,Financial Manager
295,jobs.json,name,Financial Specialist
296,jobs.json,name,Fine Artist
297,jobs.json,name,Fire Inspector
298,jobs.json,name,Firefighter
299,jobs.json,name,Construction Trade Supervisor
300,jobs.json,name,Correctional Officer Supervisor
301,jobs.json,name,Farming/Fishing/Forestry Supervisor
302,jobs.json,name,Firefighter Supervisor
303,jobs.json,name,Food Preparation Supervisor
304,jobs.json,name,Hand Laborer/Material Mover Supervisor
305,jobs.json,name,Janitorial Supervisor
306,jobs.json,name,Groundskeeping Supervisor
307,jobs.json,name,Mechanic Supervisor
308,jobs.json,name,Non-Retail Sales Supervisor
309,jobs.json,name,Administrative Support Supervisor
310,jobs.json,name,Personal Service Worker Supervisor
311,jobs.json,name,Police Supervisor
312,jobs.json,name,Production/Operating Worker Supervisor
313,jobs.json,name,Retail Sales Supervisor
314,jobs.json,name,Transportation Operator Supervisor
315,jobs.json,name,Fish And Game Warden
316,jobs.json,name,Fisher
317,jobs.json,name,Fitness Trainer
318,jobs.json,name,Flight Attendant
319,jobs.json,name,Floor Layer
320,jobs.json,name,Floor Sander/Finisher
321,jobs.json,name,Floral Designer
322,jobs.json,name,Food And Tobacco Machine Operator
323,jobs.json,name,Food Batchmaker
324,jobs.json,name,Food Cooking Machine Operator
325,jobs.json,name,Food Preparation Worker
326,jobs.json,name,Food Scientist
327,jobs.json,name,Nonrestaurant Food Server
328,jobs.json,name,Food Service Manager
329,jobs.json,name,Postsecondary Foreign Language Teacher
330,jobs.json,name,Forensic Technician
331,jobs.json,name,Conservation Technician
332,jobs.json,name,Forest And Conservation Worker
333,jobs.json,name,Forest Fire Inspector
334,jobs.json,name,Forester
335,jobs.json,name,Postsecondary Forestry And Conservation Science Teacher
336,jobs.json,name,Forging Machine Operator
337,jobs.json,name,Foundry Mold And Coremaker
338,jobs.json,name,Fundraiser
339,jobs.json,name,Funeral Attendant
340,jobs.json,name,Funeral Service Manager
341,jobs.json,name,Furnace/Kiln Operator
342,jobs.json,name,Furniture Finisher
343,jobs.json,name,Gaming Book Writer
344,jobs.json,name,Gaming Cage Worker
345,jobs.json,name,Booth Cashier
346,jobs.json,name,Gaming Dealer
347,jobs.json,name,Gaming Manager
348,jobs.json,name,Gaming Supervisor
349,jobs.json,name,Gaming Investigator
350,jobs.json,name,Gas Pumping Station Operator
351,jobs.json,name,Gas Plant Operator
352,jobs.json,name,Operations Manager
353,jobs.json,name,Genetic Counselor
354,jobs.json,name,Geographer
355,jobs.json,name,Postsecondary Geography Teacher
356,jobs.json,name,Geological And Petroleum Technician
357,jobs.json,name,Geoscientists
358,jobs.json,name,Glazier
359,jobs.json,name,Agricultural Product Grader
360,jobs.json,name,Graduate Teaching Assistant
361,jobs.json,name,Graphic Designer
362,jobs.json,name,Hand Grinding/Polishing Worker
363,jobs.json,name,Grinding/Polishing/Buffing Machine Tool Operator
364,jobs.json,name,Hairdresser
365,jobs.json,name,Hazardous Materials Removal Worker
366,jobs.json,name,Health And Safety Engineer
367,jobs.json,name,Health Diagnosing Practitioner
368,jobs.json,name,Health Educator
369,jobs.json,name,Postsecondary Health Specialties Teacher
370,jobs.json,name,Health Technologist
371,jobs.json,name,Healthcare Practitioner
372,jobs.json,name,Healthcare Social Worker
373,jobs.json,name,Healthcare Support Worker
374,jobs.json,name,Hearing Aid Specialist
375,jobs.json,name,Heat Treating Equipment Operator
376,jobs.json,name,Hvac Mechanic/Installer
377,jobs.json,name,Heavy/Tractor-Trailer Truck Driver
378,jobs.json,name,Mason Helper
379,jobs.json,name,Carpenter Helper
380,jobs.json,name,Electrician Helper
381,jobs.json,name,Extraction Worker Helper
382,jobs.json,name,Maintenance/Repair Worker Helper
383,jobs.json,name,Painter/Plasterer Helper
384,jobs.json,name,Plumber Helper
385,jobs.json,name,Production Worker Helper
386,jobs.json,name,Roofer Helper
387,jobs.json,name,Highway Maintenance Worker
388,jobs.json,name,Historian
389,jobs.json,name,Postsecondary History Teacher
390,jobs.json,name,Hoist And Winch Operator
391,jobs.json,name,Home Appliance Repairer
392,jobs.json,name,Postsecondary Home Economics Teacher
393,jobs.json,name,Home Health Aide
394,jobs.json,name,Restaurant Host
395,jobs.json,name,Hotel Desk Clerk
396,jobs.json,name,Human Resources Assistant
397,jobs.json,name,Human Resources Manager
398,jobs.json,name,Human Resources Specialist
399,jobs.json,name,Hydrologist
400,jobs.json,name,Industrial Technician
401,jobs.json,name,Industrial Engineer
402,jobs.json,name,Industrial Machinery Mechanic
403,jobs.json,name,Industrial Production Manager
404,jobs.json,name,Industrial Truck And Tractor Operator
405,jobs.json,name,Industrial-Organizational Psychologist
406,jobs.json,name,Information Security Analyst
407,jobs.json,name,Inspector/Tester
408,jobs.json,name,Maintance/Repair Worker
409,jobs.json,name,Instructional Coordinator
410,jobs.json,name,Insulation Worker
411,jobs.json,name,Mechanical Insulation Worker
412,jobs.json,name,Auto Insurance Appraiser
413,jobs.json,name,Insurance Claims Clerk
414,jobs.json,name,Insurance Sales Agent
415,jobs.json,name,Insurance Underwriter
416,jobs.json,name,Interior Designer
417,jobs.json,name,Internist
418,jobs.json,name,Translator
419,jobs.json,name,Interviewer
420,jobs.json,name,Janitor
421,jobs.json,name,Jeweler
422,jobs.json,name,Judge
423,jobs.json,name,Judicial Law Clerk
424,jobs.json,name,Kindergarten Teacher
425,jobs.json,name,Labor Relations Specialist
426,jobs.json,name,Hand Laborer/Material Mover
427,jobs.json,name,Landscape Architect
428,jobs.json,name,Landscaping And Groundskeeping Worker
429,jobs.json,name,Lathe/Turning Machine Tool Operator
430,jobs.json,name,Laundry/Dry-Cleaning Worker
431,jobs.json,name,Postsecondary Law Teacher
432,jobs.json,name,Lawyer
433,jobs.json,name,Metal/Plastic Layout Worker
434,jobs.json,name,Legal Secretary
435,jobs.json,name,Librarian
436,jobs.json,name,Clerical Library Assistant
437,jobs.json,name,Postsecondary Library Science Teacher
438,jobs.json,name,Library Technician
439,jobs.json,name,Licensed Practical/Vocational Nurse
440,jobs.json,name,"Life, Physical, And Social Science Technician"
441,jobs.json,name,Lifeguard
442,jobs.json,name,Light Truck/Delivery Services Driver
443,jobs.json,name,Undeground Mining Loading Machine Operator
444,jobs.json,name,Loan Interviewer
445,jobs.json,name,Loan Officer
446,jobs.json,name,Locker Room Attendant
447,jobs.json,name,Locksmith
448,jobs.json,name,Locomotive Engineer
449,jobs.json,name,Lodging Manager
450,jobs.json,name,Log Grader
451,jobs.json,name,Logging Equipment Operator
452,jobs.json,name,Logistician
453,jobs.json,name,Machine Feeder
454,jobs.json,name,Machinist
455,jobs.json,name,Magnetic Resonance Imaging Technologist
456,jobs.json,name,Housekeeping Cleaner
457,jobs.json,name,Mail Clerk
458,jobs.json,name,Maintenance/Repair Worker
459,jobs.json,name,Machinery Maintenance Worker
460,jobs.json,name,Makeup Artist
461,jobs.json,name,Management Analyst
462,jobs.json,name,Manager
463,jobs.json,name,Manicurist/Pedicurist
464,jobs.json,name,Mobile Home Installer
465,jobs.json,name,Marine Engineer
466,jobs.json,name,Market Research Analyst
467,jobs.json,name,Marketing Manager
468,jobs.json,name,Marriage And Family Therapist
469,jobs.json,name,Massage Therapist
470,jobs.json,name,Materials Engineer
471,jobs.json,name,Materials Scientist
472,jobs.json,name,Postsecondary Mathematical Science Teacher
473,jobs.json,name,Mathematician
474,jobs.json,name,"Meat, Poultry, Fish Cutter"
475,jobs.json,name,Mechanical Door Repairer
476,jobs.json,name,Mechanical Drafter
477,jobs.json,name,Mechanical Technician
478,jobs.json,name,Mechanical Engineer
479,jobs.json,name,Medical Technician
480,jobs.json,name,Medical Technologist
481,jobs.json,name,Medical And Health Services Manager
482,jobs.json,name,Medical Appliance Technician
483,jobs.json,name,Medical Assistant
484,jobs.json,name,Medical Equipment Preparer
485,jobs.json,name,Medical Equipment Repairer
486,jobs.json,name,Medical Record Technician
487,jobs.json,name,Medical Scientist
488,jobs.json,name,Medical Secretary
489,jobs.json,name,Medical Transcriptionist
490,jobs.json,name,Event Planner
491,jobs.json,name,Mental Health Worker
492,jobs.json,name,Mental Health Counselor
493,jobs.json,name,Merchandise Displayer
494,jobs.json,name,Metal-Refining Furnace Operator
495,jobs.json,name,Meter Reader
496,jobs.json,name,Microbiologist
497,jobs.json,name,Middle School Teacher
498,jobs.json,name,Milling/Planing Machine Operator
499,jobs.json,name,Millwright
500,jobs.json,name,Mine Cutting Machine Operator
501,jobs.json,name,Mine Shuttle Car Operator
502,jobs.json,name,Geological Engineer
503,jobs.json,name,Mixing/Blending Machine Operator
504,jobs.json,name,Mobile Heavy Equipment Mechanic
505,jobs.json,name,Metal/Plastic Model Maker
506,jobs.json,name,Wood Model Maker
507,jobs.json,name,Model
508,jobs.json,name,Molder/Shaper/Caster
509,jobs.json,name,Molding/Coremaking/Casting Machine Operator
510,jobs.json,name,Funeral Director
511,jobs.json,name,Motion Picture Projectionist
512,jobs.json,name,Motorboat Mechanic
513,jobs.json,name,Motorboat Operator
514,jobs.json,name,Motorcycle Mechanic
515,jobs.json,name,Multimedia Artist
516,jobs.json,name,Multiple Machine Tool Operator
517,jobs.json,name,Museum Technician
518,jobs.json,name,Music Composer
519,jobs.json,name,Musical Instrument Repairer/Tuner
520,jobs.json,name,Natural Sciences Manager
521,jobs.json,name,Systems Administrator
522,jobs.json,name,New Accounts Clerk
523,jobs.json,name,Nonfarm Animal Caretaker
524,jobs.json,name,Nuclear Engineer
525,jobs.json,name,Nuclear Medicine Technologist
526,jobs.json,name,Nuclear Power Reactor Operator
527,jobs.json,name,Nuclear Technician
528,jobs.json,name,Nurse Anesthetist
529,jobs.json,name,Nurse Midwive
530,jobs.json,name,Nurse Practitioner
531,jobs.json,name,Nursing Assistant
532,jobs.json,name,Postsecondary Nursing Instructors And Teacher
533,jobs.json,name,Obstetrician/Gynecologist
534,jobs.json,name,Occupational Health And Safety Specialist
535,jobs.json,name,Occupational Health And Safety Technician
536,jobs.json,name,Occupational Therapist
537,jobs.json,name,Occupational Therapy Aide
538,jobs.json,name,Occupational Therapy Assistant
539,jobs.json,name,Office Clerk
540,jobs.json,name,Office Machine Operator
541,jobs.json,name,Construction Engineer
542,jobs.json,name,Operations Research Analyst
543,jobs.json,name,Ophthalmic Laboratory Technician
544,jobs.json,name,Ophthalmic Medical Technician
545,jobs.json,name,Optician
546,jobs.json,name,Optometrist
547,jobs.json,name,Oral Surgeon
548,jobs.json,name,Order Clerk
549,jobs.json,name,Orthodontist
550,jobs.json,name,Orthotist/Prosthetist
551,jobs.json,name,Small Engine Mechanic
552,jobs.json,name,Packaging Machine Operator
553,jobs.json,name,Hand Packer
554,jobs.json,name,Construction Painter
555,jobs.json,name,Transportation Equipment Painter
556,jobs.json,name,Painting/Coating/Decorating Worker
557,jobs.json,name,Paper Goods Machine Operator
558,jobs.json,name,Paperhanger
559,jobs.json,name,Paralegal
560,jobs.json,name,Parking Enforcement Worker
561,jobs.json,name,Parking Lot Attendant
562,jobs.json,name,Parts Salesperson
563,jobs.json,name,Metal/Plastic Patternmaker
564,jobs.json,name,Wood Patternmaker
565,jobs.json,name,Paving Equipment Operator
566,jobs.json,name,Payroll Clerk
567,jobs.json,name,Pediatrician
568,jobs.json,name,Personal Care Aide
569,jobs.json,name,Personal Financial Advisor
570,jobs.json,name,Pest Control Worker
571,jobs.json,name,Pesticide Handler
572,jobs.json,name,Petroleum Engineer
573,jobs.json,name,Refinery Operator
574,jobs.json,name,Pharmacist
575,jobs.json,name,Pharmacy Aide
576,jobs.json,name,Pharmacy Technician
577,jobs.json,name,Postsecondary Philosophy/Religion Teacher
578,jobs.json,name,Phlebotomist
579,jobs.json,name,Photographer
580,jobs.json,name,Physical Scientist
581,jobs.json,name,Physical Therapist Aide
582,jobs.json,name,Physical Therapist Assistant
583,jobs.json,name,Physical Therapist
584,jobs.json,name,Physician Assistant
585,jobs.json,name,Physician
586,jobs.json,name,Physicist
587,jobs.json,name,Postsecondary Physics Teacher
588,jobs.json,name,Pile-Driver Operator
589,jobs.json,name,Pipelayer
590,jobs.json,name,Plant Operator
591,jobs.json,name,Plasterer
592,jobs.json,name,Plating/Coating Machine Operator
593,jobs.json,name,Plumber
594,jobs.json,name,Podiatrist
595,jobs.json,name,Police
596,jobs.json,name,"Police, Fire, And Ambulance Dispatcher"
597,jobs.json,name,Postsecondary Political Science Teacher
598,jobs.json,name,Political Scientist
599,jobs.json,name,Postal Service Clerk
600,jobs.json,name,Postal Service Mail Carrier
601,jobs.json,name,Postal Service Mail Sorter
602,jobs.json,name,Postmaster
603,jobs.json,name,Metal Caster
604,jobs.json,name,Power Distributor/Dispatcher
605,jobs.json,name,Power Plant Operator
606,jobs.json,name,Prepress Technician
607,jobs.json,name,Preschool Teacher
608,jobs.json,name,Textile Presser
609,jobs.json,name,Print Binding Worker
610,jobs.json,name,Printing Press Operator
611,jobs.json,name,Private Investigator
612,jobs.json,name,Probation Officer
613,jobs.json,name,Procurement Clerk
614,jobs.json,name,Producer/Director
615,jobs.json,name,Production Worker
616,jobs.json,name,Production Cleark
617,jobs.json,name,Proofreader
618,jobs.json,name,Property Manager
619,jobs.json,name,Protective Service Worker
620,jobs.json,name,Psychiatric Aide
621,jobs.json,name,Psychiatric Technician
622,jobs.json,name,Psychiatrist
623,jobs.json,name,Psychologist
624,jobs.json,name,Postsecondary Psychology Teacher
625,jobs.json,name,Public Address System Announcer
626,jobs.json,name,Pr And Fundraising Manager
627,jobs.json,name,Public Relations Specialist
628,jobs.json,name,Pump Operator
629,jobs.json,name,Buyer
630,jobs.json,name,Purchasing Manager
631,jobs.json,name,Radiation Therapist
632,jobs.json,name,Radio And Television Announcer
633,jobs.json,name,Radio Operator
634,jobs.json,name,Radio/Cellular Installer/Repair
635,jobs.json,name,Radiologic Technologist
636,jobs.json,name,Rail Car Repairer
637,jobs.json,name,Rail Yard Engineer
638,jobs.json,name,Rail Maintenance Equipment Operator
639,jobs.json,name,Railroad Brake/Signal/Switch Operator
640,jobs.json,name,Railroad Conductor
641,jobs.json,name,Real Estate Broker
642,jobs.json,name,Real Estate Sales Agent
643,jobs.json,name,Information Clekr
644,jobs.json,name,Postsecondary Recreation/Fitness Studies Teacher
645,jobs.json,name,Recreation Worker
646,jobs.json,name,Recreational Therapist
647,jobs.json,name,Recreational Vehicle Service Technician
648,jobs.json,name,Refractory Materials Repairer
649,jobs.json,name,Refuse And Recyclable Material Collector
650,jobs.json,name,Registered Nurse
651,jobs.json,name,Rehabilitation Counselor
652,jobs.json,name,Rebar Worker
653,jobs.json,name,Reporter
654,jobs.json,name,Travel Clerk
655,jobs.json,name,Residential Advisor
656,jobs.json,name,Respiratory Therapist
657,jobs.json,name,Respiratory Therapy Technician
658,jobs.json,name,Retail Salesperson
659,jobs.json,name,Rigger
660,jobs.json,name,Rock Splitter
661,jobs.json,name,Rolling Machine Operator
662,jobs.json,name,Mining Roof Bolter
663,jobs.json,name,Roofer
664,jobs.json,name,Rotary Drill Operator
665,jobs.json,name,Unskilled Oil Rig Worker
666,jobs.json,name,Sailor/Marine Oiler
667,jobs.json,name,Sales Engineer
668,jobs.json,name,Sales Manager
669,jobs.json,name,Sales Representative
670,jobs.json,name,Manufacturing Sales Representative
671,jobs.json,name,Technical Sales Representative
672,jobs.json,name,Sawing Machine Operator
673,jobs.json,name,Secondary School Teachers
674,jobs.json,name,Administrative Assistant
675,jobs.json,name,Securities Sales Agent
676,jobs.json,name,Security Systems Installer
677,jobs.json,name,Security Guard
678,jobs.json,name,Segmental Paver
679,jobs.json,name,Self-Enrichment Education Teacher
680,jobs.json,name,Semiconductor Processor
681,jobs.json,name,Separating/Clarifying Machine Operator
682,jobs.json,name,Septic/Sewer Servicer
683,jobs.json,name,Oil/Gas/Mining Service Unit Operator
684,jobs.json,name,Set Designer
685,jobs.json,name,Hand Sewer
686,jobs.json,name,Sewing Machine Operator
687,jobs.json,name,Shampooer
688,jobs.json,name,Sheet Metal Worker
